aX,aY,aZ,gX,gY,gZ
-0.530,-0.588,3.760,5.981,-93.079,17.517
-0.515,-0.597,3.847,16.968,-65.796,15.259
-0.522,-0.568,3.744,18.616,-31.616,14.648
-0.522,-0.507,3.520,8.545,4.944,19.592
-0.534,-0.541,3.235,8.057,34.851,18.127
-0.574,-0.520,2.975,13.000,57.312,19.409
-0.608,-0.473,2.773,19.409,72.327,24.536
-0.568,-0.396,2.634,23.010,83.923,30.273
-0.569,-0.295,2.498,24.475,96.497,35.767
-0.560,-0.262,2.303,26.611,111.572,36.621
-0.557,-0.243,2.059,26.917,125.427,37.842
-0.515,-0.182,1.833,28.198,134.277,39.978
-0.471,-0.063,1.651,37.781,136.658,42.480
-0.432,0.007,1.548,44.006,135.437,41.077
-0.410,-0.004,1.487,46.631,134.583,34.363
-0.391,-0.009,1.385,51.453,136.597,28.992
-0.370,-0.011,1.290,53.528,139.160,26.855
-0.357,-0.067,1.170,49.316,142.456,24.597
-0.339,-0.149,1.001,45.288,147.766,23.560
-0.325,-0.179,0.815,44.983,150.574,25.879
-0.311,-0.189,0.657,45.166,148.926,30.334
-0.289,-0.181,0.539,40.283,144.592,34.973
-0.271,-0.108,0.438,38.330,139.771,39.673
-0.262,-0.030,0.309,41.077,134.949,41.504
-0.273,-0.029,0.178,35.217,130.554,38.635
-0.282,-0.003,0.057,26.855,124.023,35.278
-0.259,0.084,-0.009,22.888,114.380,34.729
-0.267,0.141,-0.018,21.729,103.088,30.212
-0.284,0.141,-0.059,18.555,95.093,23.315
-0.302,0.148,-0.153,18.188,90.515,18.555
-0.314,0.175,-0.196,17.944,82.031,15.564
-0.305,0.210,-0.145,16.296,70.190,13.367
-0.289,0.223,-0.043,13.855,60.486,9.888
-0.287,0.219,-0.018,11.719,58.105,5.554
-0.285,0.201,-0.091,8.545,60.730,2.747
-0.273,0.176,-0.203,-0.183,62.012,2.319
-0.251,0.185,-0.310,-10.803,60.059,3.113
-0.227,0.188,-0.404,-19.653,54.443,2.808
-0.196,0.141,-0.513,-28.748,47.546,0.916
-0.165,0.097,-0.610,-26.733,37.598,-1.587
-0.125,0.136,-0.644,-16.724,22.766,-2.197
-0.087,0.170,-0.623,-9.155,6.897,-4.089
-0.056,0.171,-0.596,-7.935,-5.859,-8.606
-0.033,0.172,-0.612,-9.216,-15.442,-13.184

-0.454,-0.702,2.101,-32.471,-158.081,-19.714
-0.507,-0.748,2.438,-30.640,-157.654,-12.024
-0.474,-0.665,2.689,-28.259,-148.926,0.671
-0.457,-0.472,2.776,-22.888,-129.150,12.268
-0.450,-0.389,2.714,-22.888,-106.323,17.883
-0.476,-0.281,2.602,-17.639,-85.510,22.156
-0.507,-0.243,2.357,-17.212,-62.927,23.987
-0.473,-0.286,2.396,-22.522,-58.838,20.874
-0.450,-0.172,2.516,-22.217,-58.044,25.146
-0.394,-0.001,2.507,-28.870,-41.504,30.334
-0.365,-0.005,2.348,-32.532,-19.287,24.658
-0.347,-0.052,2.151,-33.569,-1.709,18.005
-0.313,0.005,1.988,-32.776,10.620,19.287
-0.231,0.058,1.889,-31.616,20.020,17.944
-0.199,0.066,1.808,-23.682,28.687,7.935
-0.211,0.014,1.582,-24.414,44.128,-2.441
-0.186,0.002,1.320,-36.133,59.387,-6.653
-0.131,0.034,1.141,-37.659,63.965,-7.874
-0.147,0.019,1.023,-35.828,62.744,-13.306
-0.180,-0.082,0.927,-40.588,61.584,-20.691
-0.184,-0.192,0.816,-49.316,61.584,-19.226
-0.135,-0.213,0.787,-53.711,58.289,-8.667
-0.162,-0.219,0.894,-55.481,47.729,5.981
-0.247,0.089,0.983,-52.185,42.236,22.217
-0.003,0.216,0.846,-46.448,55.847,11.353
-0.093,0.161,0.700,-57.983,62.317,-3.357
-0.110,0.023,0.616,-83.374,62.561,-9.399
-0.198,-0.179,0.534,-57.190,53.528,-14.893
-0.156,-0.229,0.499,-38.513,41.443,-8.667
-0.124,-0.100,0.556,-23.743,24.170,15.198
-0.111,0.092,0.621,-7.629,8.667,34.241
-0.108,0.196,0.628,-3.906,3.540,35.583
-0.112,0.202,0.659,-6.836,-0.183,24.414
-0.124,0.161,0.743,-4.211,-7.385,11.963
-0.073,0.154,0.901,3.601,-15.686,2.808
-0.117,0.160,0.986,40.100,-20.935,-10.681
-0.102,0.128,1.072,96.680,-18.921,-29.663
-0.129,0.058,1.035,148.315,-8.301,-44.861
-0.170,0.008,0.907,157.959,1.648,-49.133
-0.191,-0.060,0.783,120.911,8.301,-46.265
-0.202,-0.130,0.712,84.839,3.967,-39.917
-0.196,-0.165,0.698,55.420,-6.287,-29.968
-0.172,-0.162,0.747,25.696,-16.724,-16.479
-0.124,-0.122,0.869,3.479,-27.893,-4.395
-0.123,-0.083,1.025,-5.371,-37.170,2.319
-0.099,-0.082,1.130,-11.719,-38.513,2.075
-0.088,-0.102,1.174,-26.672,-31.555,-0.916
-0.103,-0.161,1.157,-32.959,-23.804,-3.967
-0.128,-0.231,1.121,-39.001,-16.357,-4.639
-0.140,-0.244,1.103,-43.030,-11.292,-3.357
-0.156,-0.213,1.056,-31.494,-9.338,-0.916
-0.173,-0.171,1.032,-13.428,-10.315,4.333
-0.173,-0.148,1.088,-0.610,-15.991,9.094
-0.165,-0.113,1.148,10.864,-20.325,12.390
-0.141,-0.072,1.155,18.616,-17.944,11.414
-0.158,-0.024,1.133,13.794,-12.329,6.104
-0.152,-0.043,1.141,4.761,-9.155,-1.282
-0.154,-0.105,1.188,7.141,-8.545,-7.385
-0.172,-0.146,1.208,6.409,-5.493,-9.094
-0.176,-0.148,1.130,0.977,2.319,-5.615
-0.174,-0.126,1.036,-4.883,9.216,-0.977
-0.169,-0.113,0.999,-2.808,8.972,0.000
-0.174,-0.109,0.956,13.184,6.104,-1.587
-0.179,-0.091,0.929,20.325,3.662,-0.366
-0.169,-0.071,0.943,9.277,1.099,2.869
-0.150,-0.047,0.976,-1.404,-1.282,5.310
-0.146,-0.025,1.000,-4.028,-2.319,5.554
-0.150,-0.024,1.000,-5.737,-1.160,2.991
-0.151,-0.063,0.966,-8.362,1.038,-0.977
-0.161,-0.105,0.936,-11.658,1.892,-2.319
-0.139,-0.106,0.931,-10.193,0.488,-1.099
-0.127,-0.069,0.979,-3.174,-2.686,1.099
-0.142,-0.049,1.006,4.822,-3.723,-0.488
-0.152,-0.062,0.986,9.521,-1.099,-3.662
-0.147,-0.075,0.945,7.996,1.404,-4.883
-0.142,-0.074,0.936,5.493,0.732,-3.906
-0.138,-0.064,0.943,3.418,-1.343,-2.563
-0.136,-0.060,0.943,1.587,-1.892,-2.258
-0.136,-0.070,0.934,1.160,-1.892,-2.808
-0.128,-0.085,0.961,-1.282,-2.502,-2.930
-0.121,-0.095,0.992,-3.662,-3.235,-2.869
-0.132,-0.116,0.988,-3.113,-1.465,-2.991
-0.152,-0.136,0.926,-3.113,2.075,-2.991
-0.151,-0.143,0.861,-1.221,3.479,-2.014
-0.143,-0.110,0.895,-1.404,-0.793,1.099
-0.138,-0.068,0.981,-2.686,-5.676,3.052
-0.145,-0.039,0.991,-2.563,-4.639,2.258
-0.145,-0.036,0.938,-3.967,-0.793,0.366
-0.150,-0.069,0.919,-2.075,-0.732,-2.258
-0.156,-0.095,0.942,-0.671,-4.089,-3.052
-0.155,-0.080,0.950,-0.122,-4.883,-1.709
-0.151,-0.063,0.960,-0.549,-4.578,-0.610
-0.147,-0.065,0.994,-0.427,-5.005,-1.648
-0.166,-0.080,1.025,1.892,-5.066,-2.930
-0.169,-0.094,1.007,2.563,-2.808,-3.296
-0.191,-0.103,0.950,-0.122,1.099,-2.747
-0.189,-0.116,0.883,-4.517,2.808,-1.343
-0.170,-0.107,0.913,-5.676,-0.854,1.282
-0.163,-0.076,0.995,-1.770,-6.165,2.808
-0.160,-0.046,1.022,0.854,-5.859,3.174
-0.159,-0.051,0.988,-3.235,-1.526,1.038
-0.150,-0.079,0.921,-4.150,1.160,-1.648
-0.151,-0.104,0.920,0.549,-1.343,-2.808
-0.152,-0.101,0.969,2.441,-5.188,-2.136
-0.143,-0.067,0.999,2.197,-5.371,-0.549
-0.147,-0.058,0.997,5.005,-3.723,-1.343
-0.148,-0.074,1.000,3.357,-2.563,-2.991
-0.171,-0.095,0.995,-1.587,-1.465,-3.540
-0.176,-0.103,0.941,-2.075,0.488,-2.808
-0.172,-0.083,0.916,-1.282,0.122,-0.793
-0.169,-0.077,0.966,-1.770,-3.723,0.122
-0.166,-0.089,1.011,-3.296,-5.737,-0.610
-0.168,-0.087,1.017,-4.578,-3.662,-0.061
-0.165,-0.074,1.006,-4.944,-1.404,0.793
-0.164,-0.081,1.012,-6.897,-0.366,0.122
-0.162,-0.112,0.999,-5.432,0.671,-2.319
-0.167,-0.121,0.971,0.061,1.953,-2.869
-0.158,-0.116,0.938,8.667,1.953,-2.502
-0.158,-0.103,0.936,18.311,-0.305,-2.319
