aX,aY,aZ,gX,gY,gZ
-0.358,1.880,0.765,-1.282,42.419,65.186
-0.363,1.941,0.708,6.165,40.955,44.250
-0.358,1.969,0.665,10.315,37.170,18.494
-0.354,1.945,0.642,5.981,30.701,-13.245
-0.359,1.845,0.639,-2.869,22.583,-50.171
-0.364,1.661,0.653,-14.832,15.442,-88.623
-0.370,1.437,0.667,-23.621,10.620,-122.131
-0.369,1.208,0.663,-23.315,8.911,-146.301
-0.361,1.003,0.647,-21.240,8.484,-161.255
-0.350,0.828,0.638,-18.188,6.042,-169.678
-0.339,0.668,0.634,-15.625,1.770,-174.377
-0.335,0.523,0.641,-13.184,-3.479,-176.392
-0.343,0.385,0.657,-10.254,-8.972,-177.734
-0.359,0.254,0.670,-2.441,-15.320,-177.246
-0.385,0.153,0.691,3.845,-22.522,-171.265
-0.401,0.096,0.735,7.507,-30.151,-161.072
-0.404,0.084,0.800,9.399,-39.185,-149.475
-0.413,0.093,0.902,8.484,-49.438,-143.005
-0.423,0.048,0.999,5.249,-59.570,-147.888
-0.428,-0.056,1.100,-8.057,-64.636,-161.987
-0.447,-0.220,1.193,-15.259,-66.101,-179.504
-0.465,-0.432,1.267,-17.334,-65.918,-195.801
-0.486,-0.657,1.340,-18.616,-62.317,-204.590
-0.486,-0.863,1.396,-18.738,-57.129,-201.355
-0.497,-1.018,1.463,-21.301,-52.124,-186.707
-0.474,-1.125,1.529,-22.522,-45.227,-164.429
-0.453,-1.194,1.564,-18.738,-34.485,-139.771
-0.437,-1.230,1.557,-13.611,-21.484,-115.540
-0.414,-1.228,1.526,-12.695,-8.118,-91.736
-0.387,-1.208,1.477,-14.221,3.784,-70.862
-0.360,-1.185,1.414,-15.076,14.343,-54.077
-0.342,-1.158,1.347,-14.587,22.583,-39.368
-0.320,-1.126,1.276,-11.780,27.771,-25.452
-0.300,-1.101,1.219,-10.254,30.090,-14.343
-0.277,-1.083,1.171,-8.240,31.189,-5.432
-0.266,-1.067,1.131,-5.981,32.043,2.808
-0.266,-1.038,1.083,-2.991,33.020,13.489
-0.253,-1.008,1.052,-3.296,32.837,24.048
-0.249,-0.983,1.034,-7.507,31.738,32.288
-0.247,-0.956,1.009,-8.057,31.006,40.588
-0.238,-0.913,0.996,-9.033,30.640,50.354

-0.392,1.243,1.032,-5.188,9.216,169.250
-0.369,1.383,1.022,-9.216,15.137,160.767
-0.346,1.500,0.995,-7.812,20.935,149.048
-0.332,1.593,0.956,-3.967,26.184,133.545
-0.328,1.658,0.903,-1.404,31.250,116.211
-0.328,1.709,0.841,0.488,36.133,98.145
-0.320,1.759,0.776,2.197,40.039,80.627
-0.323,1.811,0.705,5.554,41.931,65.308
-0.304,1.873,0.652,12.939,40.649,50.049
-0.297,1.913,0.609,20.691,35.583,31.006
-0.276,1.927,0.582,13.916,28.992,8.057
-0.265,1.896,0.567,12.085,21.606,-20.020
-0.270,1.790,0.556,8.301,15.320,-52.795
-0.275,1.630,0.548,3.235,10.559,-84.656
-0.281,1.447,0.549,1.648,6.531,-111.023
-0.298,1.258,0.559,4.517,1.709,-130.798
-0.302,1.083,0.570,8.118,-2.747,-144.653
-0.313,0.939,0.574,12.939,-5.432,-151.672
-0.327,0.824,0.571,16.479,-7.080,-154.297
-0.320,0.728,0.555,18.250,-8.728,-156.006
-0.320,0.627,0.550,16.785,-13.672,-159.546
-0.322,0.504,0.575,15.808,-23.254,-167.358
-0.341,0.354,0.622,17.273,-35.706,-177.063
-0.374,0.196,0.698,21.179,-48.950,-185.364
-0.390,0.046,0.800,20.264,-61.768,-189.758
-0.411,-0.098,0.950,13.428,-72.693,-193.115
-0.427,-0.268,1.081,9.155,-81.116,-197.266
-0.445,-0.437,1.217,8.606,-85.266,-199.158
-0.478,-0.590,1.333,9.277,-83.801,-196.106
-0.501,-0.734,1.422,10.010,-77.148,-187.744
-0.490,-0.866,1.472,7.812,-66.528,-176.331
-0.523,-0.958,1.522,0.305,-54.138,-161.316
-0.505,-1.032,1.547,3.845,-43.274,-142.517
-0.476,-1.068,1.541,5.554,-28.503,-123.535
-0.469,-1.084,1.480,8.240,-12.390,-104.797
-0.446,-1.090,1.403,4.822,0.061,-87.830
-0.406,-1.091,1.334,1.038,8.850,-74.158
-0.381,-1.091,1.273,-3.845,14.343,-62.561
-0.348,-1.100,1.229,-8.606,16.663,-52.979
-0.319,-1.136,1.217,-12.329,16.785,-46.875
-0.300,-1.183,1.208,-12.207,16.541,-41.138
-0.286,-1.213,1.201,-9.094,18.188,-30.823
-0.280,-1.200,1.184,-6.897,20.996,-16.052
-0.271,-1.156,1.152,-3.967,24.536,-0.732
-0.271,-1.106,1.107,-2.930,27.832,12.817
-0.262,-1.059,1.050,-3.906,30.823,24.109
-0.250,-1.019,0.995,-5.493,32.776,34.729
-0.237,-0.983,0.946,-8.301,32.837,44.556
-0.224,-0.940,0.916,-9.216,30.823,53.772
-0.229,-0.897,0.894,-7.019,28.625,63.232
-0.235,-0.848,0.873,-3.784,26.672,73.059
-0.249,-0.797,0.852,0.000,24.719,83.618
-0.259,-0.735,0.838,2.625,21.240,94.604
-0.270,-0.646,0.846,4.883,16.052,107.239
-0.275,-0.536,0.868,5.310,10.437,119.629
-0.283,-0.419,0.884,4.639,7.019,128.723
-0.291,-0.318,0.892,1.526,5.615,133.606
-0.303,-0.260,0.902,-5.432,4.456,131.531
-0.308,-0.251,0.925,-12.756,2.075,125.793
-0.323,-0.246,0.967,-16.846,-0.854,123.474
-0.338,-0.213,1.002,-15.930,-2.747,128.296
-0.340,-0.135,1.026,-12.695,-2.258,138.367
-0.338,-0.025,1.032,-10.376,0.427,148.926
-0.317,0.102,1.011,-6.836,4.456,157.715
-0.337,0.240,0.996,-4.700,7.202,163.330
-0.342,0.365,0.973,-2.441,8.362,164.734
-0.348,0.480,0.959,-1.404,8.057,163.635
-0.347,0.585,0.957,-1.221,5.615,160.950
-0.350,0.685,0.964,-3.845,2.930,157.288
-0.350,0.775,0.979,-7.690,0.427,152.893
-0.341,0.865,1.007,-13.794,-0.793,148.804
-0.326,0.964,1.036,-15.381,-0.061,146.423
-0.317,1.083,1.058,-12.207,2.563,146.667
-0.323,1.219,1.062,-7.263,7.812,146.301
-0.324,1.358,1.030,-3.601,17.029,143.188
-0.312,1.494,0.957,-3.113,29.053,136.841
-0.302,1.632,0.868,-5.066,39.734,127.930
-0.296,1.752,0.769,-5.066,44.434,115.417
-0.293,1.848,0.713,-4.089,41.626,97.351
-0.282,1.919,0.688,-0.977,33.630,75.073
-0.278,1.971,0.694,3.845,24.658,50.781
-0.281,1.977,0.701,8.179,18.066,23.376
-0.286,1.934,0.694,9.460,15.808,-7.019
-0.297,1.841,0.667,6.165,16.235,-37.659
-0.292,1.711,0.627,1.404,16.663,-65.918
-0.287,1.573,0.600,-1.160,15.259,-88.806
-0.287,1.440,0.584,-1.160,11.536,-107.117
-0.301,1.302,0.579,0.977,6.348,-122.620
-0.323,1.170,0.577,2.136,1.709,-136.230
-0.316,1.024,0.571,1.953,-1.648,-149.536
-0.311,0.859,0.576,-1.587,-6.042,-162.231
-0.333,0.693,0.607,-4.089,-12.817,-173.096
-0.322,0.534,0.631,-1.099,-20.630,-178.711
-0.335,0.403,0.673,1.160,-28.381,-180.054
-0.365,0.298,0.721,4.578,-35.828,-178.894
-0.384,0.208,0.771,6.470,-42.542,-176.331
-0.374,0.125,0.839,5.798,-50.049,-175.659
-0.405,0.008,0.932,5.188,-59.326,-180.054
-0.429,-0.141,1.039,2.686,-69.458,-186.401
-0.474,-0.303,1.173,3.662,-78.674,-192.017
-0.507,-0.470,1.320,2.014,-83.618,-195.068
-0.541,-0.625,1.465,6.104,-84.045,-192.200
-0.580,-0.781,1.572,4.089,-78.735,-183.777
-0.556,-0.917,1.679,5.615,-69.458,-170.166
-0.543,-1.018,1.761,7.263,-53.101,-156.677
-0.540,-1.086,1.741,2.380,-30.334,-137.756
-0.485,-1.106,1.654,5.310,-6.409,-115.723
-0.439,-1.103,1.552,2.258,13.916,-96.497
-0.403,-1.095,1.419,2.136,28.870,-80.872
-0.366,-1.093,1.308,1.465,36.865,-69.946
-0.333,-1.102,1.218,-3.235,39.001,-62.012
-0.301,-1.119,1.163,-7.080,38.818,-54.504
-0.279,-1.141,1.117,-9.888,37.781,-46.387
-0.274,-1.167,1.079,-9.644,36.865,-37.598
-0.268,-1.195,1.037,-9.888,36.987,-28.503
-0.253,-1.197,0.992,-9.460,38.696,-15.198
-0.238,-1.145,0.936,-6.348,39.307,2.625
-0.223,-1.042,0.895,-3.662,37.170,21.423
-0.207,-0.932,0.866,-1.892,32.898,35.767

-0.421,-0.013,0.955,148.376,14.465,-51.208
-0.634,-0.093,0.740,98.022,44.495,-48.218
-0.426,-0.046,0.929,39.795,60.913,-19.897
-0.345,0.092,0.949,-3.906,61.829,-0.061
-0.480,0.151,0.856,-3.479,53.955,9.460
-0.561,0.149,0.853,14.832,42.236,14.160
-0.559,0.130,0.838,27.527,29.541,20.142
-0.527,0.146,0.861,36.743,15.564,26.184
-0.506,0.109,0.862,52.307,1.465,28.137
-0.553,0.017,0.857,67.322,-10.620,29.785
-0.557,-0.043,0.856,57.251,-18.738,35.400
-0.544,-0.051,0.852,28.992,-21.362,40.894
-0.513,0.009,0.864,0.488,-22.217,45.166
-0.476,0.057,0.840,-12.451,-24.170,47.913
-0.442,0.104,0.833,-7.507,-25.574,50.232
-0.408,0.143,0.842,11.780,-22.400,50.964
-0.370,0.160,0.844,44.922,-19.348,55.847
-0.926,-0.187,0.914,78.918,-18.494,64.392
-0.589,-0.088,0.862,7.812,-10.376,61.890
-0.646,0.044,0.795,-49.438,-15.137,64.880
-0.545,0.010,0.873,-55.359,-23.315,89.294
-0.523,0.013,0.852,-65.857,-33.386,109.863
-0.481,-0.016,0.878,-67.566,-38.513,110.535
-0.524,0.203,1.048,-61.646,-39.978,103.149
-0.561,0.005,0.793,-6.226,-31.372,91.980
-0.532,-0.063,0.819,21.912,-23.743,90.027
-0.513,-0.088,0.822,16.968,-21.851,85.693
-0.550,-0.096,0.770,19.775,-19.897,71.960
-0.563,-0.084,0.762,28.687,-6.958,54.382
-0.545,-0.111,0.778,44.373,12.085,36.926
-0.533,-0.138,0.780,49.683,23.987,23.743
-0.520,-0.159,0.787,39.185,26.489,15.442
-0.522,-0.180,0.764,22.522,25.574,7.507
-0.517,-0.176,0.768,-5.554,22.217,3.235
-0.510,-0.138,0.809,-41.138,16.052,2.686
-0.510,-0.065,0.879,-67.871,7.446,2.502
-0.549,-0.009,0.882,-49.011,2.869,-3.296
-0.536,-0.044,0.844,-1.465,0.488,-5.920
-0.536,-0.057,0.830,-0.122,-3.784,-0.183
-0.544,-0.051,0.816,0.732,-3.845,-0.122
-0.539,-0.045,0.827,-2.136,-0.977,0.671
-0.530,-0.060,0.834,0.854,0.977,2.197
-0.528,-0.067,0.836,1.648,0.854,1.587
-0.527,-0.074,0.826,0.977,-0.244,0.244
-0.532,-0.046,0.845,-3.113,-1.831,-0.122
-0.537,-0.050,0.834,-1.953,-2.319,-0.854
-0.539,-0.053,0.827,-1.099,-2.136,-0.183
-0.543,-0.051,0.820,-0.854,-1.038,0.427
-0.538,-0.057,0.823,-0.671,1.099,1.587
-0.534,-0.057,0.831,-0.793,2.808,2.075
-0.529,-0.062,0.833,-1.038,3.174,1.831
-0.529,-0.058,0.839,-1.282,2.197,1.282
-0.529,-0.058,0.840,-1.160,0.610,0.793
-0.530,-0.058,0.837,-0.916,-0.793,0.427
-0.534,-0.057,0.832,-0.488,-1.770,0.366
-0.535,-0.057,0.828,-0.305,-1.709,0.305
-0.535,-0.056,0.826,-0.610,-1.160,0.427
-0.536,-0.055,0.828,-0.977,-0.366,0.610
-0.534,-0.056,0.830,-1.038,0.366,0.610
-0.533,-0.057,0.833,-1.099,0.610,0.854
-0.532,-0.058,0.833,-1.160,0.610,1.038
-0.531,-0.058,0.833,-0.977,0.427,1.160
-0.532,-0.058,0.833,-0.977,0.183,0.854
-0.533,-0.059,0.831,-0.916,0.000,0.732
-0.533,-0.058,0.831,-0.977,-0.183,0.732
-0.533,-0.058,0.832,-1.038,-0.122,0.732
-0.533,-0.057,0.832,-0.916,-0.061,0.854
-0.532,-0.057,0.833,-0.854,-0.244,0.854
-0.532,-0.057,0.832,-0.854,-0.305,0.793
-0.533,-0.057,0.832,-0.793,-0.366,0.610
-0.534,-0.057,0.831,-1.038,-0.305,0.671
-0.535,-0.057,0.831,-1.038,-0.061,0.671
-0.535,-0.057,0.831,-0.916,0.122,0.793
-0.533,-0.057,0.833,-0.916,0.305,0.977
-0.532,-0.058,0.833,-0.916,0.244,0.793
-0.532,-0.058,0.833,-0.916,0.183,0.732
-0.532,-0.058,0.833,-0.916,-0.244,0.793
-0.532,-0.057,0.832,-1.038,-0.244,0.610
-0.534,-0.057,0.833,-0.977,-0.244,0.671
-0.534,-0.056,0.834,-0.916,-0.183,0.671
-0.532,-0.057,0.832,-0.854,-0.122,0.732
-0.532,-0.057,0.832,-0.854,0.061,0.671
-0.532,-0.057,0.833,-1.038,0.122,0.671
-0.533,-0.058,0.832,-1.160,0.000,0.732
-0.534,-0.058,0.832,-1.038,-0.122,0.610
-0.535,-0.058,0.834,-0.854,-0.061,0.671
-0.532,-0.058,0.832,-0.854,-0.122,0.793
-0.533,-0.058,0.833,-0.977,-0.122,0.793
-0.533,-0.057,0.833,-0.977,0.000,0.610
-0.533,-0.056,0.833,-1.038,-0.061,0.671
-0.532,-0.056,0.833,-0.916,-0.061,0.793
-0.532,-0.058,0.834,-0.977,-0.061,0.610
-0.532,-0.057,0.833,-1.038,-0.122,0.732
-0.532,-0.057,0.833,-0.977,0.000,0.793
-0.533,-0.058,0.833,-1.099,0.061,0.732
-0.532,-0.057,0.832,-0.916,0.000,0.549
-0.532,-0.058,0.832,-0.977,0.000,0.671
-0.531,-0.057,0.833,-0.854,-0.061,0.793
-0.532,-0.058,0.832,-0.977,-0.061,0.916
-0.531,-0.057,0.832,-0.916,0.000,0.671
-0.532,-0.056,0.833,-0.977,0.122,0.610
-0.532,-0.057,0.833,-1.099,0.061,0.671
-0.531,-0.056,0.833,-0.977,0.000,0.732
-0.531,-0.056,0.833,-1.038,0.061,0.610
-0.533,-0.057,0.833,-0.977,0.183,0.671
-0.532,-0.058,0.833,-1.038,0.305,0.732
-0.531,-0.058,0.833,-0.916,0.305,0.854
-0.532,-0.058,0.832,-0.916,0.305,0.732
-0.533,-0.058,0.832,-1.038,0.244,0.854
-0.531,-0.058,0.833,-1.160,0.366,0.854
-0.532,-0.058,0.833,-0.977,0.427,0.854
-0.531,-0.057,0.833,-0.977,0.488,0.854
-0.531,-0.057,0.833,-0.977,0.610,0.916
-0.531,-0.057,0.834,-0.916,0.671,0.854
-0.531,-0.058,0.834,-0.854,0.610,0.793
-0.531,-0.057,0.834,-0.854,0.610,0.916
-0.529,-0.058,0.834,-0.916,0.549,0.977
-0.530,-0.057,0.834,-0.977,0.366,0.977
-0.531,-0.058,0.834,-0.977,0.488,0.854
